"","DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","y_scaled"
"137",-0.214612785433142,-0.221311386683849,0.0673119075272574,-0.342352398170342,0.0556311495447752,3.05528
"138",-0.0517248564909607,-0.324691011994228,-0.125250528425725,-0.228945395228446,-0.060247752669258,59.6369
"139",-0.12630400735299,-0.309309914381232,-0.0733695006024528,-0.317691820486362,-0.0533078668311842,4.27098
"140",-0.12630400735299,-0.309309914381232,-0.0733695006024528,-0.317691820486362,-0.0533078668311842,4.27098
"141",-0.0820540604001967,-0.32656095667069,-0.0438673075994889,-0.258895755856866,0.0309656352718098,6.58502
"142",-0.217042542069761,-0.1761599252223,0.0522131561669469,-0.272115103180173,0.0656475103524123,14.8487
"143",-0.260093561871108,-0.175794538381603,0.0563776187660006,-0.308789847739473,0.040334042474868,13.9237
"144",-0.464326973595222,-0.0136226371847177,0.209060258591228,-0.154083555596535,0.159807668927728,9.94482
"145",0.0928901264088566,0.13764121466121,0.0720976736019426,0.131688769663598,-0.0958268491032712,11.087
"146",-0.268149451737542,-0.217329483761248,0.13057534610126,-0.414922542052649,0.0791735215029569,8.0483
"147",0.266302289198963,0.0826376104552929,0.136662791841887,0.0670223670553133,-0.0972611504790317,3.26311
"148",0.431356962101476,0.0963775123329007,-0.0647593871118473,0.471682537542904,-0.13486513659391,4.24501
"149",0.417472178963767,-0.117606537036587,-0.0567602495953923,0.0586704286353623,-0.071273775814475,5.37694
"150",0.00291700012119678,-0.313513404454309,-0.146425577607758,-0.156905424810455,-0.0273476302617175,5.86094
"151",-0.0967415864519889,-0.279137546757072,-0.0749328656927728,-0.268082108432119,-0.0182832357091696,4.03978
"152",-0.0421707138854663,-0.303973523328936,-0.0564682990129861,-0.199755405278891,0.0616905175994252,6.44169
"153",-0.190885662562323,-0.159990418923275,0.0457705387276944,-0.304073474538606,0.0556455781445417,3.69397
"154",-0.0495618631965284,-0.257910651690645,-0.0903540193533383,-0.165739096385597,0.031760554339643,5.79276
"155",0.392430604878517,0.0228424897386882,-0.000867551625559404,0.331420860265269,-0.0381442475268452,4.33
"156",0.0100771150582307,0.330976359059759,0.150873644442819,-0.0816942799315468,0.288798997658086,4.53693
"157",-0.301352146251913,-0.214397136815797,0.100915308481905,-0.220051485310093,0.106810986893409,5.29965
"158",0.208059235135857,-0.0131705764122227,-0.0237552028466919,0.458061300748743,0.362816601571176,21.78
"159",-0.127269419269286,-0.269108963416409,-0.159278875335794,-0.198850882148956,-0.126483367004898,10.66
"160",-0.078476822980313,-0.284374713642799,-0.16321014204772,-0.11645575507008,-0.0469740289789811,15.11
"161",0.346047414852129,-0.0647118297241971,-0.150053120798388,0.161254903876651,-0.0899569063259276,10.27
"162",0.481976752866518,-0.266062437522016,-0.0700001466962898,0.110027955449498,-0.0681290679107125,10.97
"163",-0.0465701559099814,-0.325544203576281,-0.131409506864692,-0.220198117366103,-0.0597042451943033,5.88
"164",0.0198569087584444,-0.341188878401298,-0.211504719609652,-0.117489019141964,-0.0608577641381223,5.25907
"165",0.467296679392184,-0.0457016527092555,-0.133434380028403,0.288435340773694,-0.175302478161956,5.4
"166",0.498830343488823,-0.0853050352850953,-0.139153632968232,0.330088039710838,-0.217128368545606,5.81
"167",-0.0395069627436979,-0.304241956424466,-0.110628307350398,-0.183689085571132,0.000664131335078255,6.44
"168",0.227260853907548,-0.0315696456673999,-0.115890098823421,0.111220499307516,-0.0711426610073247,3.23817
"169",0.0382168455881989,0.163157387900494,-0.154275221704657,0.439753229116093,-0.136037365736961,33.8416
"170",0.28560504995482,0.102011231969498,-0.0235207597250671,0.290715361673368,-0.0416653601634458,7.82
"171",-0.125539765714851,-0.30723477115064,-0.0756903521050727,-0.313631648657025,-0.0524540862839624,4.25779
"172",0.363412861535333,0.0325211069366885,-0.0989717453806109,0.151768758762745,-0.134501941170161,2.63292
"173",0.018849318486711,0.104013960134672,0.0779844711804316,0.143807434959187,-0.21661377776906,8.97785
"174",0.389881534282971,0.0996868524530329,0.0300622769757052,0.246312673034654,-0.0855242005703234,12.7733
"175",-0.180828190910126,-0.214216905072262,-0.0575375082083738,-0.181478408725907,0.0047960032543729,19.2577
"176",-0.154401176940524,0.326973140922441,-0.113419700280464,0.483305130688735,-0.243870287852828,3.21651
"177",0.10939730110465,0.105390837872216,-0.214131514914408,0.410768532404637,-0.139288146037945,1.46822
"178",-0.273803657647764,-0.158619187278614,0.0880409911648614,-0.333325091016736,0.0554340442269567,9.48942
"179",0.0834362340303053,0.126729790455102,0.0554812517428819,0.132205516029812,-0.140013056477785,8.62143
"180",-0.277972750121689,-0.138874809063506,0.0808376712867003,-0.312379525087113,0.0592376446468554,3.68015
"181",0.12541678989131,0.328423059691131,-0.208654623531632,0.485499932619736,-0.0914324395375856,7.93424
"182",0.0899980532108936,0.279643643649244,-0.205126728588397,0.486738571505098,-0.22035394520061,5.815
"183",0.296537990260285,0.291031151799091,-0.147272177755001,0.56026002839529,-0.260875149759468,3.83825
"184",0.486087750022309,-0.222643307970196,-0.16246304092972,0.143429045860064,-0.102384826760643,4.44492
"185",0.537441418693598,-0.172623322551372,-0.20231185685159,0.230092891064633,-0.156359252890737,5.40539
"186",0.426646217204517,0.0530082294499532,-0.159647368112305,0.465159128396167,-0.238060137691752,6.99383
"187",0.320968759792565,0.0704943599882778,-0.0592220626656597,0.253033491624952,-0.218527334783984,2.44396
"188",0.502238114289942,0.0365163992723362,-0.183598222197646,0.337315473462963,-0.122020757410135,3.70853
"189",-0.135812319748162,-0.263659305520744,-0.0949817009086411,-0.276155475889418,-0.0459428060259524,3.44149
"190",-0.0789456948088814,-0.289351281113418,-0.0851686806882221,-0.202525090604759,0.028280657995542,5.56521
"191",-0.0346187387135068,-0.286228860670437,-0.156419594544214,-0.130509464107327,-0.00587909537365872,5.35167
"192",0.203782111305626,0.382935288732422,-0.155286400229105,0.529863307285897,-0.205614470183136,3.2937
"193",0.350976980734667,0.234888947560934,-0.17762788147906,0.524821051658738,-0.17276919788083,2.90735
"194",-0.242619655365934,0.255276286807767,0.145161264682847,-0.253784268174838,0.424571599756595,17.7999
"195",-0.391329018554994,-0.0278326943984128,0.19269026319671,-0.199481014755723,0.193797347110738,11.1979
"196",-0.388076277764607,-0.0591657981330256,0.227332597599481,-0.237024051796731,0.212463063010654,9.36389
"197",0.18522378678605,-0.0458603432021389,0.211429578425584,0.0395582676360434,0.10059014538428,5.61154
"198",-0.28491337077636,-0.252179292630517,0.110120492192113,-0.244797044767667,0.112855696356139,3.72076
"199",0.197009617998821,0.0586687357252194,-0.0379473755525463,0.0675647352231705,0.0486481633046211,8.94536
"200",0.435303880054804,0.0709525423035139,-0.0027664512991179,0.28294963541148,-0.0805668177002385,4.55773
"201",0.263108730776194,0.153272555458182,0.119504866653351,0.111962691942529,-0.0467595422420335,2.32607
"202",-0.316739880364218,-0.15422834955186,0.0227916998324212,-0.133830097734692,0.0517200592279247,3.77139
"203",0.0637816663901996,0.269407522110029,0.116909649023071,0.2576829968309,0.019561401461261,6.82779
"204",-0.311392955710056,-0.149099597792556,0.0716295229657865,-0.192620639452612,0.0952915122152228,4.64054
"205",-0.329627625268805,-0.14817377345444,0.149688651400436,-0.119709816574875,0.202240933210576,9.92072
"206",-0.362951838729885,-0.160119344219595,0.12804763136821,-0.162852438769709,0.123714597617076,5.80313
"207",-0.312569292343224,-0.0853015012975147,0.034995982235434,0.0395878913610757,0.130753068727957,13.3183
"208",-0.251031659908294,-0.230918758831604,0.139841134443882,-0.424485702245974,0.0902818457564287,6.37594
"209",0.242240250849641,0.115753109790872,0.0490255701254098,0.0999883237013763,0.148637415102206,7.76154
"210",-0.0217686960458614,0.0503104604267516,0.119390238555424,0.101794740416986,-0.0890974170508219,7.0869
"211",-0.150883321463861,0.243692458990278,0.0900338979257017,-0.31697446828458,0.304372942984047,5.55972
"212",0.0763520448524956,0.279881150364816,0.091607521989768,0.275586556898489,0.00525859739949885,4.85083
"213",0.157261094290552,0.239126786776974,0.00801107700419168,-0.0362924319947737,0.164681956699714,3.34065
"214",0.0388637541174492,-0.00673101501384621,0.0915556716185566,-0.204499458891428,0.0846226714097564,3.19101
"215",-0.251371465844975,-0.215495358363875,0.102643360328295,-0.421475737809661,0.0551972346124107,3.66526
"216",-0.225208392217814,-0.305422125718491,0.0851871492234554,-0.501383128070106,-0.0197630059652449,1.86119
"217",-0.187241361622274,-0.251330672524559,0.113037430341973,-0.38396779793941,0.114235254913292,4.7413
"218",-0.173705322083869,-0.204835872398234,-0.1133273130148,0.0142409963997593,0.0553862444052177,7.64004
"219",0.0359752465351858,0.206741497810647,0.140346733949448,0.24871829165062,-0.0486614318629717,12.0956
"220",0.192103602121382,-0.158528303507672,0.0495947152489997,-0.023704645203634,0.0423087503032383,1.67057
"221",-0.226583184910063,-0.17491359050236,0.0317857703774581,-0.208769635105431,0.0960031851868987,19.219
"222",-0.175249009376321,-0.22486183067634,-0.045261216380704,-0.181258068216746,0.0223053331939707,17.7321
"223",-0.313243599387968,-0.130456887492879,0.0857220893112749,-0.309711292439554,0.0420127065580191,13.6807
"224",0.245846906071664,-0.00790441395486985,0.0729961281058548,0.132873183691923,-0.0465001300446211,18.5039
"225",0.295485772417971,-0.0592560985138526,-0.00651781952985475,0.162188927010694,-0.123035384139734,17.8237
"226",0.195308774977204,0.206149425570677,0.0710007316885842,0.281372081666349,0.0175455932653505,2.61306
"227",-0.129721282976774,-0.239303489719062,-0.170885048370727,0.0498257352683883,0.00920633681644267,6.66502
"228",-0.296975089347237,-0.0995817825597489,0.0617856307739812,-0.273006914308493,0.0538099871274399,11.4654
"229",0.0431436500696661,0.229127875649925,0.142219523567433,0.301822952665108,-0.044118849836706,15.7693
"230",-0.495184673027495,0.181382137526214,0.054452728707462,0.118865542293408,0.0737842350072456,24.5568
"231",-0.208203960254248,-0.19189422386773,-0.00973642305216194,-0.294682106290992,0.0121631538138481,7.65128
"232",-0.192529764960718,0.447101413709265,0.0593764501707122,0.0685959843103191,0.219733854186192,8.16702
"233",-0.0381649904011565,0.308445485253244,0.115259098111788,0.389524476345631,-0.0538493602033427,8.71805
"234",0.229412477693765,0.174638724070002,-0.0175362795593978,0.0441806247048798,0.192138230152626,4.53052
"235",-0.379743419900073,-0.171282858732658,0.133751308115714,-0.139742949006718,0.122094442179594,21.5631
"236",0.0650190786057551,0.0883169523855106,0.0929115634551013,-0.155836381689881,0.0681416010820244,4.63346
"237",0.184127283934389,0.0561750030906474,-0.0375827744328669,0.0524420078218556,0.0270202774176611,7.28957
"238",0.216322795170105,0.221609348844266,-0.0198759563369795,0.0945656124122791,-0.119157178856371,6.3661
"239",-0.256328357825704,-0.250908668605466,0.107131523052219,-0.16428245584537,0.162832900668511,8.1989
"240",-0.140212296709516,0.58025647426149,-0.00991618983972309,0.458995641027519,0.0350626834837315,39.2307
"241",0.11370427512187,0.331037761233925,0.0805030505189356,0.301550842839656,0.124849654026955,5.9605
"242",0.296723368323233,0.0396617805624992,0.0107171038145625,0.0516658493046358,-0.106458088022376,3.24417
"243",0.0968932852409556,0.103348100955557,4.10679051147111e-05,-0.0529671662719329,-0.00144577073628205,3.82191
"244",0.29753438037123,0.0723624077670474,-0.00873262304209055,0.0565221081116375,-0.105539659633689,2.90029
"245",0.0984637875397635,0.159944217014746,0.0439742490566507,0.00101530463362631,0.0562884139630109,6.97398
"246",-0.233973582462458,-0.199681238520145,0.071653048420541,-0.351086020224133,0.0585451965127518,4.76089
"247",-0.12551744149033,-0.301316597613656,-0.0791859020230565,-0.305049726792717,-0.0496375719511042,4.11838
"248",-0.130980284236776,-0.274946401970064,-0.0483422391749997,-0.281573717144439,0.00780156054950631,4.57514
"249",-0.130838331137985,-0.275190783154419,-0.0482537061860246,-0.281773402386526,0.00784283493684146,4.57355
"250",-0.0741864950685778,-0.323605441853132,-0.057359694012971,-0.239487890947302,0.0322208481895159,6.61333
"251",-0.0829562658128147,-0.293447465882057,-0.0212256110474327,-0.215114146481463,0.0955800948858024,7.53142
"252",-0.209240827841084,-0.203469536992612,0.104651150603056,-0.3326221101875,0.121907686343141,6.22944
"253",-0.447506952122823,0.069505352462739,0.155984333673593,-0.0418118562764989,0.171001099252508,18.4362
"254",-0.509243421199089,0.209598171801061,-0.16777610912424,0.161136419069796,-0.130038063350242,4.58204
"255",-0.480432693190594,0.0945358999888546,-0.209189354908412,0.0562020523784054,-0.250028676624095,3.976
"256",-0.0763421493845351,0.505785222235901,-0.181708988783414,0.44234726051613,-0.204659451565075,7.12301
"257",-0.246422705985308,-0.152110374483287,-0.0137813505057434,0.106487097613779,0.13696985631208,24.6965
"258",0.120035476133791,0.0430395436038503,-0.0435234521958885,0.375801463171327,0.054419593542031,4.23674
"259",0.135511757033999,-0.0526823500338729,-0.077123695236738,0.017610951240802,-0.112594169310277,1.74422
"260",0.137412506491034,0.0730384836095086,-0.141221484168737,0.414192211953295,-0.0400494126798014,2.642
"261",0.0314702801989264,0.0950230510458218,-0.0785080032638803,0.307697505337852,-0.0617889358946941,2.66
"262",0.195364968476261,-0.0821953026288369,-0.0477810978406288,0.0350749145946396,-0.0360289518714003,2.57783
"263",0.204945333337364,-0.072795105024493,-0.0234426142007877,0.0699640737195866,0.014397679980536,5.41219
