iter	Passed	Remaining
1666	37792	7549
1667	37817	7527
1668	37841	7504
1669	37865	7482
1670	37892	7460
1671	37916	7438
1672	37940	7415
1673	37964	7393
1674	37989	7371
1675	38014	7348
1676	38038	7326
1677	38062	7304
1678	38087	7281
1679	38111	7259
1680	38136	7237
1681	38161	7214
1682	38186	7192
1683	38211	7170
1684	38235	7147
1685	38259	7125
1686	38283	7102
1687	38307	7080
1688	38331	7058
1689	38355	7035
1690	38379	7013
1691	38403	6990
1692	38428	6968
1693	38452	6946
1694	38477	6923
1695	38502	6901
1696	38526	6878
1697	38551	6856
1698	38575	6834
1699	38599	6811
1700	38624	6789
1701	38650	6767
1702	38676	6745
1703	38702	6722
1704	38727	6700
1705	38753	6678
1706	38778	6656
1707	38803	6633
1708	38827	6611
1709	38852	6589
1710	38876	6566
1711	38901	6544
1712	38925	6521
1713	38949	6499
1714	38974	6476
1715	38999	6454
1716	39023	6431
1717	39047	6409
1718	39071	6386
1719	39098	6364
1720	39123	6342
1721	39147	6319
1722	39171	6297
1723	39196	6275
1724	39220	6252
1725	39244	6230
1726	39269	6207
1727	39294	6185
1728	39318	6162
1729	39342	6140
1730	39366	6117
1731	39391	6095
1732	39415	6072
1733	39440	6050
1734	39463	6027
1735	39488	6005
1736	39513	5982
1737	39538	5960
1738	39562	5937
1739	39587	5915
1740	39611	5892
1741	39635	5870
1742	39659	5847
1743	39683	5825
1744	39708	5802
1745	39732	5780
1746	39757	5757
1747	39781	5735
1748	39806	5712
1749	39830	5690
1750	39889	5672
1751	39949	5654
1752	39980	5633
1753	40005	5610
1754	40030	5588
1755	40056	5565
1756	40081	5543
1757	40106	5520
1758	40130	5498
1759	40154	5475
1760	40179	5453
1761	40203	5430
1762	40227	5407
1763	40251	5385
1764	40275	5362
1765	40299	5339
1766	40324	5317
1767	40350	5294
1768	40375	5272
1769	40399	5249
1770	40424	5227
1771	40448	5204
1772	40473	5181
1773	40498	5159
1774	40523	5136
1775	40547	5114
1776	40571	5091
1777	40596	5068
1778	40619	5046
1779	40644	5023
1780	40669	5000
1781	40693	4978
1782	40717	4955
1783	40741	4932
1784	40766	4910
1785	40790	4887
1786	40814	4864
1787	40838	4842
1788	40862	4819
1789	40886	4796
1790	40910	4774
1791	40935	4751
1792	40961	4728
1793	40987	4706
1794	41012	4683
1795	41036	4661
1796	41061	4638
1797	41085	4615
1798	41110	4593
1799	41134	4570
1800	41158	4547
1801	41183	4525
1802	41209	4502
1803	41234	4480
1804	41259	4457
1805	41286	4434
1806	41311	4412
1807	41335	4389
1808	41361	4367
1809	41386	4344
1810	41411	4321
1811	41437	4299
1812	41462	4276
1813	41486	4253
1814	41512	4231
1815	41537	4208
1816	41562	4185
1817	41586	4163
1818	41611	4140
1819	41635	4117
1820	41660	4095
1821	41684	4072
1822	41708	4049
1823	41733	4026
1824	41758	4004
1825	41782	3981
1826	41806	3958
1827	41831	3935
1828	41855	3913
1829	41879	3890
1830	41904	3867
1831	41928	3844
1832	41952	3822
1833	41978	3799
1834	42002	3776
1835	42026	3753
1836	42050	3731
1837	42074	3708
1838	42098	3685
1839	42123	3662
1840	42147	3640
1841	42171	3617
1842	42195	3594
1843	42220	3571
1844	42244	3548
1845	42268	3526
1846	42292	3503
1847	42316	3480
1848	42341	3457
1849	42365	3435
1850	42390	3412
1851	42402	3388
1852	42429	3365
1853	42456	3343
1854	42482	3320
1855	42507	3298
1856	42532	3275
1857	42557	3252
1858	42581	3229
1859	42606	3206
1860	42630	3184
1861	42654	3161
1862	42678	3138
1863	42681	3114
1864	42705	3091
1865	42729	3068
1866	42754	3045
1867	42778	3022
1868	42802	3000
1869	42826	2977
1870	42850	2954
1871	42874	2931
1872	42898	2908
1873	42922	2885
1874	42946	2863
1875	42972	2840
1876	42997	2817
1877	43022	2794
1878	43047	2772
1879	43071	2749
1880	43095	2726
1881	43120	2703
1882	43144	2680
1883	43168	2657
1884	43193	2635
1885	43217	2612
1886	43241	2589
1887	43265	2566
1888	43290	2543
1889	43314	2520
1890	43338	2498
1891	43363	2475
1892	43388	2452
1893	43413	2429
1894	43437	2406
1895	43462	2383
1896	43486	2361
1897	43510	2338
1898	43534	2315
1899	43559	2292
1900	43583	2269
1901	43610	2247
1902	43636	2224
1903	43662	2201
1904	43687	2178
1905	43712	2155
1906	43737	2132
1907	43762	2110
1908	43786	2087
1909	43810	2064
1910	43834	2041
1911	43858	2018
1912	43883	1995
1913	43907	1972
1914	43931	1949
1915	43956	1927
1916	43981	1904
1917	44006	1881
1918	44030	1858
1919	44055	1835
1920	44079	1812
1921	44104	1789
1922	44128	1766
1923	44154	1744
1924	44180	1721
1925	44204	1698
1926	44228	1675
1927	44252	1652
1928	44277	1629
1929	44301	1606
1930	44325	1583
1931	44349	1560
1932	44375	1538
1933	44399	1515
1934	44424	1492
1935	44448	1469
1936	44472	1446
1937	44496	1423
1938	44520	1400
1939	44544	1377
1940	44568	1354
1941	44592	1331
1942	44617	1308
1943	44641	1285
1944	44665	1263
1945	44690	1240
1946	44714	1217
1947	44738	1194
1948	44763	1171
1949	44787	1148
1950	44812	1125
1951	44837	1102
1952	44862	1079
1953	44887	1056
1954	44913	1033
1955	44939	1010
1956	44965	987
1957	44990	965
1958	45015	942
1959	45040	919
1960	45065	896
1961	45089	873
1962	45113	850
1963	45138	827
1964	45162	804
1965	45186	781
1966	45211	758
1967	45234	735
1968	45259	712
1969	45283	689
1970	45307	666
1971	45331	643
1972	45356	620
1973	45381	597
1974	45405	574
1975	45430	551
1976	45454	528
1977	45479	505
1978	45503	482
1979	45527	459
1980	45552	436
1981	45576	413
1982	45600	390
1983	45625	367
1984	45650	344
1985	45673	321
1986	45697	298
1987	45721	275
1988	45746	252
1989	45771	230
1990	45795	207
1991	45819	184
1992	45843	161
1993	45867	138
1994	45871	114
1995	45896	91
1996	45920	68
1997	45945	45
1998	45970	22
1999	45994	0
